fecha_hora_registro,lugar_nombre,latitude,longitude,valor_ica,observaciones,fuente
2026-06-20T08:58:26.882000+00:00,LA PAZ,-16.5424872,-68.0716009,62.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-20T08:58:26.872000+00:00,LA PAZ,-16.5424872,-68.0716009,86.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-20T06:58:18.875000+00:00,LA PAZ,-16.5424872,-68.0716009,98.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-20T05:58:13.966000+00:00,LA PAZ,-16.5424872,-68.0716009,144.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-20T04:58:02.898000+00:00,LA PAZ,-16.5424872,-68.0716009,194.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-20T04:28:07.010000+00:00,LA PAZ,-16.5424872,-68.0716009,124.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-20T03:28:01.967000+00:00,LA PAZ,-16.5424872,-68.0716009,140.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-20T02:27:55.237000+00:00,LA PAZ,-16.5424872,-68.0716009,120.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-20T00:57:36.409000+00:00,LA PAZ,-16.5424872,-68.0716009,112.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-20T00:27:33.588000+00:00,LA PAZ,-16.5424872,-68.0716009,80.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-19T22:57:22.084000+00:00,LA PAZ,-16.5424872,-68.0716009,104.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-19T21:57:16.032000+00:00,LA PAZ,-16.5424872,-68.0716009,46.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-19T20:57:11.084000+00:00,LA PAZ,-16.5424872,-68.0716009,30.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-19T19:57:06.149000+00:00,LA PAZ,-16.5424872,-68.0716009,46.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-19T18:57:00.098000+00:00,LA PAZ,-16.5424872,-68.0716009,70.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
2026-06-19T17:56:54.226000+00:00,LA PAZ,-16.5424872,-68.0716009,86.0,OK,Sistema de Calidad de Aire de la Ciudad de La Paz
